2-2023-11	《綿花糖2號》 (《童文匯》2023年11月) - 兒童文學	兒童文學	
2017-3-4-49	《當天使飛到人間》 (《橙報》-《學生事務長的校園童話》 2017年3-4月 第49期) - 校園童話	校園童話	神敬大學出現了一位很奇怪的學生。這位學生叫天貓，是一隻孤獨的肥貓咪，身穿破爛的天使袍，並自稱天使! 他總想幫人，但大家都覺得他精神有問題，並不理會他。校長余神父也勸他不了，便請友校的學生事務長小孩子來幫忙。 這天，在很著名的食物天堂，小孩子和天貓在吃飯聊天。 天貓：“校長和老師都勸我不要穿天使袍，但我是個天使，為什麽不可以穿天使袍？” “天使當然可以穿天使袍
2017-5-6-50	《神敬大學的名字怎麼來？》 (《橙報》-《學生事務長的校園童話》 2017年5-6月 第50期) - 校園童話	校園童話	學務長小孩子應邀到友校神敬大學參與校務大會。原來神敬大學財政困難，現得到捐助人佘晶答允捐款100億，但條件是把校名改為“敬神”。校名反映了辦學精神，大家既想得到捐款解困，卻又為改名而不安。 在校務大會上，佘晶講述了捐款如何助校，大多數人表示支持。 校長說：“友校的學生事務長熱心教育，我們請他給點意見，再作決定。” 這時，小孩子卻突感胸口緊逼，說不出話——不好
2017-51	《風水可以減肥？》 (《橙報》-《學生事務長的校園童話》2017年 第51期) - 校園童話	校園童話	神敬大學最失意的女生是減肥會會長巧秀。她是孤兒，因肥胖而三度失戀，多次減肥都失敗了。今天，她滿懷希望，請了風水命理大師馮人坤來作講座「風水減肥法」，卻發現這減肥法原來很貴，便向學生事務長小孩子求助。 同一時間，小孩子正在醫院急症室接受治療。原來他為救一名老翁而被汽車撞倒，頭部和全身多處受傷。小孩子收到巧秀的求助訊息後，十分擔心，因為巧秀曾有輕生之念。他馬上離
2018-01-11	《天機欲覷話棋王：余光中的散文為什麼好看？》 (《 澳門日報》-《開元成長專欄》2018-01-11) - 專...	專欄	余光中先生日前病逝，我很懷念這位溫文善良、才華橫溢的文學大師。我拿着兩本書，推薦給女兒開元看。 開元，這本《棋王》是很好的小說，上面有余光中老師的簽名呢！ 她看了看封面便問，這本書不是他寫的，怎麽會有他的簽名呢？ 四年前余光中老師來澳門大學時，我第一次見他，拿着我最喜歡的文章請他簽名。這篇文章，其實是余老師為張系國的小說《棋王》寫的序，題為《天機欲覷話棋王》
2018-02-08	《為什麼孔子是摩登聖人？》 (《澳門日報》-《開元成長專欄》2018-02-08) - 專欄	專欄	我提倡用故事去教孩子品德。可是，什麼才是合乎道德？我教開元時，就採用了孔子提倡的道德標準。最近，開元的學校邀請我作國學講座，我毫不猶疑地選擇講孔子，其實就是一些曾經和她講過的故事，在這裡與各位家長分享。 我的題目是“摩登聖人：孔子與你”。我首先解釋了一下孔子為什麼是摩登聖人。因為他提倡的仁愛、忠誠、寬容等理念，是跨越年代的道德標準，而他主張的中庸之道，也是跨
2018-03-08	《如何學習饒宗頤的治學精神？》 (《澳門日報》-《開元成長專欄》2018-03-08) - 專欄	專欄	饒宗頤教授離開了，我在悼念的同時，與女兒開元談起了饒公的故事…… 饒公沒上過大學，卻為什麼可以在大學當教授？很多人把他說成從未上學、無師自通的奇才。他卻說自己上過正規的初中，當時學的代數和英文對日後治學很有好處。他曾說道，自己學每樣東西都是有老師的。他的老師可多了，有時人，也有古人，有中國人，也有外國人。學問上對他影響最大的，是印度的一位學術大師。此外，他從
2018-1-2-53	《電影與創作》 (《橙報》-《學生事務長的校園童話》 2018年1月-2月 第53期) - 校園童話	校園童話	神敬大學的校長富使命感，工作壓力大，操勞過度，近來變得有點神經質。今天，校長更是面臨重大考驗，要陪同三位校外專家進行觀課評審。他倡議開辦藝術學院，這三位專家正在評審教學水平。他們已經對兩門科目進行了觀課，覺得內容太淺，不夠深度。現在是觀看最後一門科目，校長很緊張，親自選了剛拿了最佳教學獎的老師的課 ―《電影與創作》。 校長記不清劇場房號，奔波一輪才找到劇場。
2018-12	《松山上的吉祥物》 (《童一枝筆》(澳門筆會) 2018年12月) - 兒童文學	兒童文學	我叫柏柏，是一隻小松鼠，本來在松山過着愉快的生活。後來有一個晚上，山上起火，我撲進火海中，救出了烏嘴狗弟弟，並打鑼示警，通知大家趕快把火撲滅。我因救火而受重傷，身上的毛燒掉了一半，腿壞掉了，樣子太難看，不敢見人，便獨自搬到路環山區。昨天晚上，龍王報夢，說東亞運動會要選吉祥物，讓我回到松山參選。我這麽醜，怎可參選呢？但我記掛松山和山上的朋友，便決定回去看看。
2018-2018-11	《白鸽巢公园的奇遇》 (《澳门作家文集2018》2018年11月) - 兒童文學	兒童文學	课外活动薯宝宝是爱德小学的学生。学校注重学生的全面发展，要求学生参加课外活动，可是薯宝宝什么活动都不肯参加。 今天，校长在校园内找到薯宝宝，便拿出课外活动表问他：“宝宝，选了什么课外活动呢？＂ 薯宝宝说：“没有！” “这里有体育、音乐、绘画、戏剧、科学等三十多项活动，怎么不尝试一两项啊？” “我全部都不感兴趣，参加活动能有什么用呢？” “我小时候也不觉得有什
2018-3-4-54	《當柔靈遇上魯鈍》 (《橙報》-《學生事務長的校園童話》 2018年3月-4月第54期) - 校園童話	校園童話	神敬大學的一月，寒泠，下雨，潮濕，大考，這是精神病人發作的高峰期! 今天，學生事務長剛收到訊息，有位男生發狂，另一位女生要自殺! 學務長正要了解情況，祗見莫柔靈同學緩緩走進他的辦公室。柔靈容顏秀麗，卻目光呆滯，面色蒼白。她成績很好，卻身患殘疾，長期抑鬱，祗有同學善盈關心他。但三天前，善盈不幸意外喪生，這令她很傷心絕望，一直失眠。今天來見學務長，打算感謝他以往
2018-3-64	《當天使飛過松山》 (《澳門筆匯》(澳門筆會) 2018年3月第64期) - 文章	文章	怎樣創作兒童故事？是靠天馬行空的靈感？廣泛閱讀？抑或生活體驗？以上皆對，但我的經驗是，靠努力創作! 創作在於實踐與嘗試，我的創作由講故事開始……...
2018-5	《大牙的終極大獎》繪本導讀 （2018年5月） - 文章	文章	《大牙的終極大獎》是一個很好的童話。內容講的是小學生大牙參加學校園遊會的經過…… 大牙打算集齊遊戲貼紙來換取終極大獎。可是，他被免費的美味蝦片吸引，便不顧食物過敏，多次排隊吃蝦片。後來見到了派發免費紀念品的攤位，又多次排隊拿紀念品。糟糕！突然全身紅腫，原來是蝦片引起過敏! 大牙被送進醫療室。因為治療拖延了時間，大牙沒時間去玩遊戲，不能集齊貼紙，便失望痛哭。.
2018-8	《愛心先鋒》 (《童一枝筆》(澳門筆會) 2018年8月) - 兒童文學	兒童文學	朱錦蘭是剛轉來愛德小學的學生，念小六愛班。他沉默寡言，長得很高大，卻很可憐，功課跟不上，還經常被同學取笑，因為他名字諧音就是“豬咁懶”。他在原來的學校成績很差，又受到同學欺負，因而被逼退學。媽媽找了很多學校都不願收他，幸好最後愛德小學願意接納他。 今天，朱錦蘭上學時，經過連勝巷的先鋒廟。突然見到一位老婆婆昏倒在地上! 他馬上抱起婆婆，跑到大馬路，找到途人叫救
2019-1-3-55-8fb9f6cc-4d1a-45d5-904d-bf83f777f223	《畢業照與魔術》 (《橙報》-《學生事務長的校園童話》 2019年1月-3月 第55期 ) - 校園童話	校園童話	天寒地凍的星期六上午，在神敬大學的學生中心，年老多病的學務長正埋頭苦幹，審批大量文件。這時，電話響起來。 「您好! 我是應屆畢業生，很想帶狗兒回校拍畢業照，但校園服務部說不可以。我的狗兒很老了。請您特別批淮，可以嗎？」翠兒同學懇求着。 「不知道可不可以。但我曾見過有畢業生抱着狗兒拍照的。」學務長很溫和地說。 「很感謝您!」 翠兒很高興，並約學務長下午一起拍照
2019-1-3-55	《為什麼狗兒可以進課堂？》 (《橙報》-《學生事務長的校園童話》2019年1月-3月 第55期) - 校園童話	校園童話	神敬大學，學生中心，二樓。我在辦公室剛寫好辭職信，決定要告別服務了40年的校園。當了學生事務長多年，很愛這裡的學生，無奈年老力衰，還經常哮喘病發作。唉! 可能去天堂的路不遠，不得不退休了。 這時，一名大漢怒氣沖沖地走進來，後面緊跟着五名神色緊張的保安。糟糕! 魯鈍同學的燥狂症又發作了! 魯鈍滿面通紅，右手揮舞着鎚子，左手脅挾着一大幅橫額，很激動地說：“學務長
2019-12	《食物天堂》 (《童一枝筆》(澳門筆會) 2019年12月) - 兒童文學	兒童文學	我叫珠女，是一個八歲的女孩，很愛吃東西，也因此愈來愈胖，媽媽不得不帶我去看醫生。結果，醫生叫我減肥，嚴格遵照節食餐單，目標是減10公斤。慘了！真是世界末日! 人人都催促我要節食減肥，祗有老布——我的大狗明白我愛吃，沒有逼我節食! 今天，我一下課，便急步走過街頭，忍着不看路上的美食攤檔，不看魚蛋和牛雜，也不看草莓夾餅和珍珠奶茶，很辛苦才避開這些誘惑。但我知道，
2019-2019-10	《失憶小王子》 (《澳門作家文集2019》2019年10月) - 兒童文學	兒童文學	我叫王子兆，是愛德小學的小二生。我記性不好，成績很差，又經常遺下東西，被媽媽駡，還經常忘記帶書本和功課本，被老師罰。同學們經常取笑我，叫我“失憶小王子”。我很不開心，經常扁著嘴，不大說話。 今天第一堂是英文課，派測驗卷，我得50分。我擔心會給媽媽駡，沒留心聽課。第二堂是中文課，班主任林老師派默書卷給我時，叫我下課後見她。我一看卷子，是55分。唉! 今次兩科同
2019-4-7-56-f04c97c8-aed7-4e84-a0ae-95063357942c	《逃零學寫作》 (《橙報》-《學生事務長的校園童話》2019年4月-7月第56期) - 校園童話	校園童話	我叫逃零，在神敬大學工作，很多人問我為什麼叫逃零，我說，是為了紀念人工智能之父圖靈逝世100週年。今天，我開始學習寫小說，看了很多作品後，我寫了一些，但讀者說我的作品欠缺感情。我問了一下同事如何改善，他說學務長很關懷和愛護學生，建議我可以向學務長請教一下。 我很快便見到學務長，表明了我此番目的，他建議我，要想寫好的小說，首先要學習的是同理心和寬容。可是這要怎
2019-4-7-56	《愚人節遇險記》 (《橙報》-《學生事務長的校園童話》2019年4月-7月 第56期) - 校園童話	校園童話	我是神敬大學的學務長。今天，是一年中最危險的日子——愚人節! 昨晚龍王報夢，說蛇精今年又趁愚人節要向我報復，叫我避之則吉。 今天早上，一名女生怱忙地走進我的辦公室，說有學生在廣場和食堂生事。我的祕書小恩很緊張地提示：“學務長，您不要去啊！去年愚人節有學生搞事，弄得您都受傷入院了。”不過我還是馬上起身走出了辦公室，因為我很擔心學生會受傷。 我隨着女生走到學生中
2019-8	《當天使飛過松山——烏嘴狗與大黑熊》 (《幽默童話》2019年8月) - 兒童文學	兒童文學	我是一隻白色的小狗，住在松山上。我叫浩浩，但大家見到我的嘴黑黑的，便叫我烏嘴狗。爸爸怪我頑皮，媽媽嫌我骯髒，老師駡我懶隋，同學笑我古怪，大家都不喜歡我。沒人願意和我玩，我感到很孤獨，便用心愛的寶盒作弄別人，尋尋開心! 今天，我坐在山坡上，拿着寶盒，正思考怎樣改良它。突然間，前面出現了紫狐狸! 紫狐狸是最近搬來松山上的惡霸，大家都害怕她。...
2020-1-26129c5a-1384-404e-aa53-c8723fa60e91	《大炮台的尋寶圖--偉大作品》 (《澳門奇趣門--少年小說精選》(澳門筆會) 2020年1月) - 兒童文學	兒童文學	在充滿歡樂的大炮台上，祖西獨自飲泣。他對過來關心自己的姐姐說沒事，擦擦眼淚，便思量怎樣找紅寶石。忽然間，可愛的斑鳩寶寶出現了! 祖西急步上前，問他：“好寶寶，媽媽在哪裡？” 寶寶說話像銀玲般悅耳動聽：“媽媽剛才講完大炮台上的戰爭故事，便很傷心地飛走了。” “她之前說，大炮台有個噴水池，水面上有紅色水藻，水中藏有紅寶石。你知道這水池在哪裡嗎？” “剛才你見到的
2020-1	《東望洋山尋寶記》 (《澳門奇趣門--少年小說精選》(澳門筆會) 2020年1月) - 兒童文學	兒童文學	第一章 學生之長 我叫李松德，是愛德小學的學生，念小六愛班。學校在東望洋山上(松山)，是我最喜愛的地方。我從幼兒園開始，就在這裡念書，而且與媽媽住在學校。這裡的校長和老師都很好，我有很多好朋友。 媽媽說我四歲時，患哮喘病，有自閉症，學習跟不上。後來轉校來這裡，東望洋山上活動空間很大，空氣也比城裡好得多，平時在山上跑動得多了，身體也比之前強壯了。我與山上的動物
2020-11	《停校驚魂》 (《童一枝筆》(澳門筆會) 2020年11月) - 兒童文學	兒童文學	我是愛德小學的校長。今年真不幸，我發現自己患了心臟病，自此經常遇事害怕，受不得半點刺激。禍不單行，新冠肺炎突然爆發，學校被逼停課。按政府規定，學校停課，全部老師和學生都必須馬上回家，所以偌大的校園冷冷清清，只剩下我一人。剛收到校監電話，提示要嚴格遵守政府規定，老師和學生不得回校。 今早，我正用微信與一眾同學聯繫，關心問好。突然門鈴大響，我趕去開門，竟見到小六
2020-2020-11	《呼醒心中的英雄》 (《澳門作家文集2020》 2020年11月) - 兒童文學	兒童文學	我叫小東，是住在松山上的小松鼠。七日前的晚上，山上起火，我的家被燒毀，我胸口被燒傷。為什麼會起火？我相信是噴火恐龍做的! 我之前看過一本書，說噴火恐龍經常在晚上出現，傷害很多小動物。書中還說，有位穿着黑袍的大英雄，用神槍射出連環子彈，打敗了噴火恐龍。可是去哪裡找這位大英雄呢？ 七日以來，我每晚發夢，都夢見噴火恐龍出現，噴出大火，燒掉我的家，更追着我，要把我燒
2020	《當天使飛過松山──小巫婆與大黑熊》 (《上弦月》 2020年上半年刊) - 兒童文學	兒童文學	我是一個小巫婆，叫東妮。同學嘲笑我的樣子醜，媽媽駡我成績差，連從小陪我長大的掃把“小超”也嫌棄我，不肯載我飛翔。我很傷心，想找天使幫忙，卻不知往哪裡找。聽說二龍喉公園有位年紀很大的黑熊叔叔，很熱心助人。我便背着小超找黑熊叔叔，問他怎樣去找天使。 到了黑熊叔叔的屋子前，見到他正站在門傍。他個子很大，全身黑黑的毛，樣子很友善可愛。我正想與他揮手打招呼。這時，一陣
2021-11	《帶來勇氣的小寶寶》(《童一枝筆》(澳門筆會) 2021年11月) - 兒童文學	兒童文學	在學校禮堂內，我獨自站在舞台上，在台下觀眾熱烈鼓掌後，我開始唱歌。我唱得投入，俯身向前跨出舞步。槽糕，我的右腿不見了，真可怕！我站立不穩，嘭的一聲跌在地上。台下觀眾都大笑起來，我感到很羞恥，想起身逃走，但拐杖卻不見了，祗得低頭爬回後台，身後傳來台下觀眾更大的笑聲……  突然間，我驚醒起來，原來剛才是在做噩夢！看看身邊，拐杖仍在，摸摸右腿，也還在，但這個噩
2021-12-507f42fe-06bd-4e0b-96b7-0de10a86bdac	《為什麼澳門人喜歡掘路？》 (《童一枝筆》(澳門筆會)  2021年12月) - 兒童文學	兒童文學	我叫開智，是中學生，喜歡看書，更喜歡與爸爸討論問題。爸爸很博學，又多才多藝，是劇作家，又是資深的話劇導演。  最近，想参加澳門社會時事報告比賽，有什麼題目可寫呢？我問爸爸。爸爸說，寫時事報告，就要發掘大家關心的話題，要貼地，帶點趣味。要「發掘」、又「貼地」，我就想起周圍不斷掘地，不如就以掘地作題目吧——題目就是：「為什麼澳門人喜歡掘路？」 ...
2021-12	《布哥哥》 (《童一枝筆》(澳門筆會) 2021年12月) - 兒童文學	兒童文學	我叫珠女，讀小四，兩年前開始喜歡上打機和吃零食，也因此變得越來越胖，體育成績愈來愈差。唉！今天體育考試我不合格了。晚上，班主任給我媽咪打電話，要求媽咪多管束我，逼我少吃多做運動。  媽咪收到電話後，十分生氣。她要我坐在大廳沙發上，嘮叨教訓了我一個晚上，說以後再也不准我吃零食，又逼我參加游泳班。我當然不肯，她便更生氣了，嘲笑我愈胖愈醜，駡我沒用，連體育科也不
2021-2021-11	《肥貓貓與老虎牧師》 (《澳門作家文集2021》2021年11月) - 兒童文學	兒童文學	究竟什麽會愈洗愈多? 肥貓貓一直想了三個月都想不出來！事情經過得由三個月前說起……  名師劣徒  三個月前，一拐一拐的肥貓貓重返校園——愛德小學。他是小五愛班的學生。真的很不幸，他因為交通意外，嚴重受傷，在醫院住了一個月。傷勢治理得差不多，但一條腿跛了。本來喜愛和同學玩樂搞笑的他，現在變得神情苦惱，經常獨自呆坐。他以前上課時會經常提問又要人猜謎，現在卻沉默
2021-2021-3	《放學路上的生日禮物》 (《2021少年小說精選》(澳門筆會) 2021年3月) - 兒童文學	兒童文學	我叫胡世明，是愛德中學的初二學生，因為我個子小，同學們都叫我細明。我的爸爸是醫院的主治醫生 ，媽媽是大學教授。一定是遺傳的關係，我很聰明，上課不用聽書，下課不用温習，可以經常到處遊玩。 不過， 今天一放學我可要馬上回家，爸媽說好了會早點回家，要與我慶祝生日呢！正要走出學校大門時，卻被大鈍老師叫住了…… 大鈍老師很關心學生，對我特別好。他原名何德敦，為人和藹可
2021-7	《月餅英雄》(小說版) (《粵港澳大灣區小小說選》(澳門寫作學會) 2021年7月)   - 兒童文學	兒童文學	我叫学务，从香港演艺学院戏剧专业毕业后，回到澳门，没能找到合适的演艺工作，就暂时在神敬大学兼职，指导戏剧社的演出。后来幸运地遇上大学书院王院长的女儿晶晶，我们坠入爱河，本打算成婚，却遭到院长反对，他说我连一份能养家糊口的正职也没有，又怎能照顾好一个家庭呢？我很难过，满心抑郁，写剧抒情——古装音乐剧《月饼英雄》于是就这样诞生了!  中秋节前，神敬大学的湖边，
2022-1-20	校園童話《一別荷塘》 (《港澳文訊》2022年1月20日) - 校園童話	校園童話	我叫靜一，曾是神敬大學中文系的學生、荷塘詩社的社長，現在杭州一家公司任總經理。今天收到訉息，學務長在辦詩社活動時摔倒，受傷入院。我很擔心，更感到很內疚，急忙從杭州趕回澳門。在飛機上，往事湧上心頭……  五年前，我剛進大學，便加入著名的荷塘詩社，立志要成為一名出色的詩人。當時在詩社活動認識了學務長。他是最熱心支持詩社的人，哪怕工作再忙，也會經常參加詩社活動
2022-11-f58797ee-abc9-448b-b2f0-12afb668d793	《偷天換日的小豬》 (《童一枝筆》(澳門筆會) 2022年11月 - 兒童文學	兒童文學	我是花果山的猴子大王。在花果山，相傳古時猴王法力無邊，騰雲駕霧，天下無敵；曾有大批獵人要來捕殺猴子們，結果反被猴王施法消滅。我也想擁有古時猴王的法力，但在山上這麽多年，卻修練不出任何法力。所以我離開了花果山，到處尋訪名師，希望學得高強法力，可以逍遙快活，大顯威風。 今天，來到河邊，遇見一隻小豬，他年紀很小，樣子呆萌，胖嘟嘟的，正在水中嬉戲。太危險了！我一向不
2022-11	《開元故事法——與命運對話》 (《南國文藝》2022年11月) - 兒童文學	兒童文學	一、命運相遇 從女兒開元三歲開始，我每晚與她説睡前故事，是即興的互動創作。我創立了“開元故事法”，著書立説，致力推廣親子故事，提倡個性化故事。後來應邀寫兒童故事，故事完成之後，會給女兒看，問問意見，改好才發表。女兒長大後，不再看兒童故事了。我覺得創作動力減少，寫得也愈來愈少。加上年紀大了，精神不夠，不寫故事已有一段時間。其實現在寫不寫都不會有人在意。最關心
2022-12	《浸大与我》 (《少男少女》 2022年12月) - 散文	散文	女儿，你八月升读大学了，我想趁机与你说说我的母校——香港浸会大学的故事，以作勉励。 时间回到1980年，我从澳门蔡高中学毕业。当时澳门还没有大学，我便申读了香港浸会学院，即现在的浸会大学。 入学之后，听到校长谢志伟博士的演讲。校长的演讲很生动，分享了学校的困难和奋斗过程。他的演讲激励意志，启发思考。...
2022-2022-10	《爺爺與大德》 (《澳門作家文集2022》2022年10月) - 兒童文學	兒童文學	我叫良仔，是個孤兒，從小和爺爺一起生活，一晃已經完成初二了。爺爺人稱浩伯，親友街坊都稱讚他人品好，樂於助人。爺爺經營鴻記餐廳，鴻記是老字號，是爺爺的父親創辦的，至今已有七十多年歷史。現在正值暑假，我本來很空閒，但因為突然要接手鴻記的生意，這個多月真的忙得要命！幸好有大廚正叔和一班好夥計幫手，才能勉強撐下去。   這還要從爺爺上月中風講起，雖說送院搶救及
2023-1	《科學有沒有真理？》 (《童一枝筆》(澳門筆會) 2023年1月) - 兒童文學	兒童文學	我叫廣智，是愛德中學的初二學生。今早上課前，董其明老師拉著我説：“廣智，你要退出戲劇社和管弦樂團。” 半年前，董老師為了讓我專注於奧立匹克物理競賽，要求我退掉所有課外活動。當時我退出了辯論隊、文學社和義工隊。現在所剩下的戲劇和音樂兩項活動，是我特別喜歡的項目，我想繼續參與，便低聲回答：“老師，我不想退出。” 董老師拍拍我的肩膀，滿懷期望地説：“你爸爸以前是麻
2023-10	《書中的時光之旅》 (《童一枝筆》(澳門筆會) 2023年10月) - 兒童文學	兒童文學	我叫仁武，唸初二，喜歡玩，不喜歡讀書。今天，我與大威同學吵架，他吵不過便出手打我，我不服氣還手，卻正好被顏老師撞見。我向老師解釋，是大威先打我，我才還手，這就是以牙還牙，很公平。老師卻説，打人是違反校規的，而且傳統美德是以德報怨。她要我深刻反省，寫篇文章去悔過，否則會受重罰。文章可用“以德報怨”作為主題。 “以德報怨”？這既不公平，又不合理，我怎樣寫呢？
2023-12-fd4ceb33-a77f-4dec-8173-9302e9128cd7	《大通與神明》 (《童一枝筆》(澳門筆會) 2023年12月) - 兒童文學	兒童文學	我叫大通，是明智中學的初二生。平日最喜歡打遊戲機，最不喜歡學習。經常不做作業，很多科不合格，同學因此取笑我，還給我起了個花名叫“大鈍”。我並不介意，既然我是蠢鈍的人，那麼就算我再怎麼努力，也讀不好書，還不如索性痛快地去玩！ 爸爸媽媽經常責怪我沒志氣，老師也責怪我太懶惰，惟獨爺爺最愛我，他對我總是很包容，還經常鼓勵我。爺爺是愛德小學的校長，幾年前中風，之後身體
2023-12	《哪吒怎樣把天空變走？》 (《南國文藝》2023年12月) - 散文	散文	我從小到大，都很喜歡看魔術表演。最喜歡的魔術師是大衛高柏菲（David Copperfield）。幾十年前，我看的魔術表演節目，都是在室內舞台表演的。當時大衛高柏菲作出重大的突破，他在戶外表演大型魔術，可以在大峽谷上飛翔，又可以穿越萬里長城！而最震撼的，就是在一大群現場觀衆的眼前，把自由神像變走！我曾經懷疑，究竟他是採用了高明的障眼法，抑或是擁有神仙的法力？
2023-2023-11-0cd72c29-f851-4960-abaf-be3621000c1f	《神明五號》 (《澳門作家文集2023》2023年11月) - 兒童文學	兒童文學	我是小死神，剛做死神的工作不久，負責把死人的靈魂帶走。每當我準備帶走死者的靈魂時，他們都會苦苦哀求，說還不想死，請我不要帶走他們。我感到很難下手，但又不得不做。我告訴大天神，當死神太苦惱了，我不想當死神，我要當天使，助人為樂！大天神説幫人比當死神難得多，我根本沒幫人的經驗，才會以為幫人很容易、很開心。我心想，我當然沒有幫人的經驗，但我可以問“神明五號”——
2023-2023-11	《天使與神明》 (《澳門作家文集2023》2023年11月) - 兒童文學	兒童文學	我是天使，很喜歡助人。這年頭不好，我忙不過來，結果被大天神責罰，説我經常有太多疑問，工作太慢，要貶我到人間學習和反省，必須在3天內完成幫助3個人的重要任務，才可繼續當天使。若被貶到人間變成凡人，我便沒有法力，怎可在3天內完成重要任務呢？我臨走時請求大天神給我機會，安排個容易一點的任務。大天神卻很嚴肅地説，這次任務絕不容易，而且是性命悠關的，如果成功我便回來
2023-6-85	《最可怕的老師》 (《澳門筆匯》(澳門筆會) 2023年6月 第85期) - 兒童文學	兒童文學	我叫何正義，是愛德小學的學生，唸小五。今天真倒霉，被林善恩老師發現我抄功課，罰我留堂。林老師雖是訓導主任，長相卻像小女孩般天真可愛，對學生也親切友善，從不責駡學生。但我卻最怕她，因為每次違規，其他老師不察覺，偏偏祗有她發現；每次講大話，能暪過其他老師，卻都被她識穿。她就像上帝一樣，全知全能！  ...
2024-1	《蓮峰廟的奇遇》 (《少男少女》 2024年1月) - 兒童文學	兒童文學	我叫益德，是名初三学生，天生大力，是全澳学界铅球纪录的保持者。我喜爱武术，加入了澳门武术队。我的第一志愿是当兵，长大后保家卫国，但因为在澳门没有当兵的机会，我便希望可以成为一名警察。为了实现这个梦想，我现在担任校内风纪委员，还参加了治安警少年团。我的强项是武，弱项是文，平时最怕写文章和做报告。最近，学校来了一位代课的中文老师——诸葛老师，他是四川成都人。诸葛
2024-11-56d7aa4a-5ab9-4c9a-b806-631be2c36531	《文心與英兒》 (《澳門作家文集》(澳門作家協會) 2024年11月) - 小說	小說	我叫文心，是初中生，喜愛閲讀和寫作，在《澳門日報》、《童一枝筆》和《澳門作家文集》等發表了很多散文和兒童故事，並在內地的《幽默童話》、《少男少女》等刊物也發表過幾篇作品。此外，我經常參加徵文比賽，拿了很多獎項。曾經有不少媒體訪問我，問我寫作的秘訣，我總是説，沒什麽秘訣，祗要平日用功學習，多看書，多寫作，便會有進步。其實，我是有秘訣的，就是澳門大學彭老師的指導
2024-11	《偷天換日的魔法》 (《澳門作家文集》(澳門作家協會) 2024年11月) - 兒童文學	兒童文學	我叫易寶，是隻小豬，擅長做容易的事情，喜歡睡覺和發白日夢。我沒有爸爸，祗有媽媽。媽媽很愛我，祗是太囉嗦，什麽都管。很不幸，媽媽去年病重走了，我很傷心。當時，學校的唐老師主動過來照顧我，他對我很好，但他比媽媽更囉嗦。我要找媽媽，唐老師説媽媽回到了天上。我問天上的哪裡，他説天空之外的另一個世界。我問為什麽看不見，他説我們被天空遮蓋了視線，所以看不到天空之外的世界
2024-12	《如果神明要睡覺》 (《童一枝筆》(澳門筆會) 2024年12月) - 兒童文學	兒童文學	我是愛德小學的五年級學生，很喜歡遊玩和説笑，最不喜歡做功課。今天作文堂，臨時來代課的唐老師出的作文題目是“如果我不睡覺”，希望我們發揮創意，想像一下如果不睡覺，會發生什麼奇怪的事情。唐老師請每人先簡單說一下想法，大家互相啟發。同學們逐一講出想寫的，輪到最後一位，就是我了，唐老師對著我説：“同學，你打算寫什麽呢？”他話音未落，大家都哈哈大笑！唐老師很詫異，同學
2024-7	《神明五號的課堂》 (《童一枝筆》(澳門筆會) 2024年7月) - 兒童文學	兒童文學	我叫神明，是個機器寶寶。今天，我很緊張，因為將面臨人生中的一個重大難關——參加幼稚園面試！到了幼稚園，老師問我：“小朋友，你相信有聖誕老人嗎？” 噢！這真是一個非常難回答的問題。我當然不相信有聖誕老人。但我知道，如果我這樣回答的話，我肯定會不被錄取。所以只得說：“我相信有聖誕老人。”老師很高興。但我心中卻不安樂，因為講了大話，犯了規。 幼稚園錄取結果放榜的當
2025-10	《太爺爺的抗戰畫本》 (《少男少女》 2025年10月) - 兒童文學	兒童文學	功课的疑惑 在爱德小学的课堂，班主任林老师宣布了一件重要事情……              “今年是抗战胜利80周年，”林老师敲了敲黑板，“下周五要交一份澳门抗战故事报告，必须有文字和历史图片。两人一组，最优秀的作品会在学校和社区展示。”  “当时日军没有占领澳门，澳门哪有抗战故事啊？”我脱口而出，铅笔尖“啪”地在作业本戳出个黑窟窿。前排的小敏“唰”地转身，
2025-11	《尋找靈魂的小布》 (《童一枝筆》(澳門筆會) 2025年11月) - 兒童文學	兒童文學	小布的追尋     我叫小布，是珠女家中的仿生智能機器狗。     製造我的林博士說，珠女以前很貪吃，因此被一名老婆婆騙到食物天堂，幾乎沒命，幸得她的大狗老布拼死在夢中救她回來，但老布卻也因此身體嚴重受損，長期昏迷。我是隻毛茸茸的金黃色小狗，懂得思考和説話，有肌肉和體溫，與老布小的時候一樣，有足老布的個性和特點。珠女很喜歡我，但她心中始終最愛的還是老布，總是
2025-12	《太爺爺的抗戰畫本》 (《澳門的星空》(澳門兒童文學協會) 2025年12月) - 兒童文學	兒童文學	在愛德小學的課堂，班主任林老師宣佈了一件重要事情……  一、 功課的疑惑     “今年是抗戰勝利80週年，”林老師敲了敲黑板，“下週五要交一份澳門抗戰故事報告，必須有文字和歷史圖片。兩人一組，最優秀的作品會在學校和社區展示。”      “當時日軍沒有佔領澳門，澳門哪有抗戰故事啊？”我脫口而出，鉛筆尖“啪”地在作業本戳出個黑窟窿。前排的小敏“唰”地轉身，馬
