2-2023-11	《綿花糖2號》 (《童文匯》2023年11月) - 兒童文學	兒童文學	
2015-01-08	《創造奇蹟的小孩》 (《澳門日報》《生活--伴我成長》兒童文學版 2015-01-08) - 兒童文學	兒童文學	從前，靈界分裂為兩派，勢力大的一派稱為天界，另一派稱為魔界，兩界不斷鬥爭。大魔王的皇后染了重病，國師惡女巫捉了一百隻小精靈到黑花山，要燒死他們來煉藥治病。小精靈們的父母到處求救，但天界的各路神靈都不敢出手，直至在大食國出現了一個善良的小孩。 尋找英雄八月八日，精靈母親阿斯瑪帶着一班家長來到大食國。傳說中，這裡的國王米勝，練就《大智功》，計謀天下第一，俗語有云
2015-04-2016-2016-11	《董狐筆》 (《童一枝筆》 2015-04) (《澳門作家文集2016》 2016-11) - 兒童文學	兒童文學	大耳牛是一個糊塗的孩子，在考試時經常弄錯題意及寫錯字，所以很多科目不合格，被迫轉校。媽媽很擔心他的學業，嘗試為他申請其他學校，都不成功，幸好最後愛德小學願意收他。 今年大耳牛剛轉到愛德小學五年級。愛德小學沒有考試，學生交作業就可以。有一天，中文科老師宣佈，學生分組做寫作的學期作業，題材和形式由學生决定，全級最優秀的作品會得到大獎。同學們很雀躍，有些打算寫故事
2015-08-20	《古龍教我怎樣照顧小孩》 (《 澳門日報》-《開元成長專欄》 2015-08-20) - 專欄	專欄	武俠小說大師古龍有一套哲理，諸如“最安全的地方，其實就最危險”，我稱之為“相反理論”。我以前當然不相信“相反理論”，但有一次意外，令我發現，古龍的話又有些道理…… 女兒開元兩歲的時候，我和太太與她到韓國旅行。我們走進了酒店的房間，見到是兩張單人床，便把兩張床併在一起，以為開元睡在我和太太的中間，便很安全，不會掉下床。開元一見這麽大的床，就很興奮，便爬上床，在
2015-08	《親子故事取材與開元故事法》 (《百份百家長》專輯之三《閱讀有方》2015-08)   - 文章	文章	出處: http://www.dsej.gov.mo/caet/p100/special/special3.pdf
2015-09-08	《您有沒有聽清楚校長說的話？》 (《自己報》2015-09-08) - 文章	文章	家校合作，首重溝通。通常家長都會和老師直接溝通，但可要聽清楚校長說的話……  幼稚園校長的話 八年前，女兒入讀幼稚園。在開學前的家長會，校長講了話。她是很資深的校長——是我太太唸書時的校長呢! 她講幼兒教育的心得，尤其要培養學生自理能力，例如學生在校要學習走樓梯。我在不同場合聽她講話，又或是交談中，都明白她很努力地進行教育改革，我很支持。例如，她引入爸媽講故
2015-09-17	《家長和孩子要互相讚賞》 (《 澳門日報》-《開元成長專欄》2015-09-17) - 專欄	專欄	您讀書時，是不是希望得到老師的讚賞？當您剛完成新任務，上司大力讚賞，您是否會很高興？大人需要讚賞，孩子更需要。 女兒開元幼稚園的時候經常畫畫，以及動手做些小玩意，我都會表示讚賞。...
2015-09-2016-2016-11	《狐狸小姐在澳門》 (《童一枝筆》 2015-09) (《澳門作家文集2016》 2016-11) - 兒童文...	兒童文學	旅途受騙狐狸小姐喜歡到世界各地旅行。在旅途中，她經常幫人，但往往因此受騙，有時更惹上麻煩。昨天，狐狸小姐真不幸，在外地旅遊時，因為幫人而被騙了錢包，手更受了傷。錢包沒了又受了傷，怎辦？惟有取銷行程，經澳門回家。她很難過，決定以後都不會再幫陌生人。 今天，可憐的狐狸小姐到了澳門。現在她只剩下一點點錢，連去餐廳吃飯的錢都不夠。所以她苦著臉，去麵包店買麵包。她在麵
2015-10-15-2015-2016-08	《真是萬物皆有情嗎？》 (《 澳門日報》-《開元成長專欄》2015-10-15) (《2015年度澳門文學作品...	文章,專欄	小孩子跟大人不一樣，他們認為所有東西都是有生命的，萬物皆有情。我覺得，孩童時期的這種對大自然的感情與擬人化的想像力，其實十分寶貴，可以比得上大文學家的境界。杜甫的“感時花濺淚，恨別鳥驚心”，花會大哭，鳥會傷悲；李後主的“林花謝了春紅”，花竟然會在即將離世的時候和她的顏色道別，並予以感謝。兩位大文學家不就是富有孩子般的純真感情與想像力嗎？...
2015-11-12	《錦上添花與雪中送炭 》 (《 澳門日報》-《開元成長專欄》2015-11-12) - 專欄	專欄	當有家長告訴我給孩子說故事時的困難，我總是會很同情。其實我最初為女兒開元說故事時，也是極之困難：我沒時間陪女兒，沒耐性與她溝通，加上自小有口吃，還有哮喘病，說故事相當困難。 但後來發覺，以上的困難，反而成為我說故事的理由。既然很少時間陪開元，就要善用時間，在睡前說故事去令她開心。沒有耐性溝通，就用有趣的故事去溝通。不能夠連續流暢地說故事，那就用互動故事去讓自
2015-12-10	《心理學大師艾瑞克森給我的啟示》 (《 澳門日報》-《開元成長專欄》 2015-12-10) - 專欄	專欄	開元唸幼稚園的時候，有一次我和她去公園玩，碰見她的幼稚園同學。她的同學咬指甲，就給爸爸打了一個耳光。我問這位爸爸，他這樣打女兒，女兒會不會改好。他說不會，還說女兒在學校咬指甲，老師罰她，她還是不改。其實，咬指甲的壞處，孩子都明白，既不好看，也會痛，更受到爸爸和老師的懲罰。但就是因為爸爸的嚴厲懲罰，反而令她更堅持這個壞習慣。 開元在三、四歲時也有這個問題，她咬
2016-01-07	《可否讓小孩看<熊出沒>？》 (《 澳門日報》-《開元成長專欄》2016-01-07) - 專欄	專欄	我做親子故事講座時，家長往往踴躍發問，但問的可不一定是說故事的問題，而是教養的問題。最近三次講座，家長都問，可不可以給孩子看《熊出沒》這套動漫？ 先講一下《熊出沒》是講什麼的。主角是光頭強，他的工作就是在森林裡伐木，用電鋸砍掉大量的樹；林中有兩隻黑熊，叫熊大和熊二，經常為阻止光頭強伐木而與他大打出手，其中雙方更會設詭計陷阱捉弄對方。 問我孩子看《熊出沒》可不
2016-02-04	《我和女兒的<西遊記>之旅》 (《 澳門日報》-《開元成長專欄》2016-02-04) - 專欄	專欄	《西遊記》是中國文學經典著作，又是很適合親子故事的好書。這裡分享我引導女兒開元閱讀《西遊記》的經驗，這也是閱讀名著的方法。 我的《西遊記》之旅始於小六畢業時的暑假。那時我到親戚家裡住，沒事情做，把長長的《西遊記》由頭到尾看了一遍。現在孩子的課外閱讀選擇很多，要開元重覆我的閱讀經驗，是不可能的！ 閱讀由講故事開始。開元在幼稚園高班時，我開始和她說《西遊記》的故
2016-03-03	《為甚麼要培養孩子節約習慣?》 (《 澳門日報》-《開元成長專欄》 2016-03-03) - 專欄	專欄	為甚麼要用功學習？為甚麼要多看書？我告訴女兒開元，這一來為了求學本身的興趣，二來為了獲得自由。學識好的人，在選擇工作時就有更多的自由，可以揀符合自己興趣的，上班時間好一點的，薪酬福利好一點的。但這仍不擔保有自由，除非我們節約。我告訴開元，要獲得自由，就要有節約的習慣，才不會被物質上的慾望所支配。 開元真的相當節約。去年暑假，開元參加遊學團，剛好她的手錶壞了，
2016-03-31	《選校要聽孩子意見嗎？》  (《 澳門日報》-《開元成長專欄》2016-03-31) - 專欄	專欄	當今的孩子和家長都很苦，從孩子一歲多便要為學業而煩惱。我和女兒開元當然也不會例外…… 這是澳門的“習俗”，孩子一歲多時便要上托兒所，為的是有助於考上好的幼稚園，最終目的是十七年後會考上好的大學。就是這樣，一歲多的開元被送進托兒所。...
2016-05-2-2017-02-2017-12-63	《尋找時間的小黑貓》 (《童一枝筆》 2016-05) (《童一枝筆-兒童文學作品選2》 2017-02) (...	兒童文學	小黑貓是一個孤獨的孩子。他很想和爸爸玩，可是爸爸每天很晚才下班回來，好不容易等到爸爸回來了，爸爸卻要催他早睡。媽媽以前也陪小黑貓玩的，但自從有了弟弟之後，便經常祇是關心弟弟，而顧不上小黑貓。 小黑貓請爸爸像以前一樣，早點回來陪他玩，可爸爸總是說現在要多賺錢養家，沒時間玩。小黑貓也很想要媽媽陪他玩，媽媽卻說要照顧弟弟，也沒時間陪他玩。 有一天，小黑貓突然想起，
2016-05-26	《如何幫助孩子面對考試壓力？》 (《 澳門日報》-《開元成長專欄》 2016-05-26) - 專欄	專欄	您害怕考試嗎？我從小便健康不好，令我很擔心會影響考試的表現，所以每次考試都帶來很大的壓力。所以，我很想女兒開元不要像我一樣受考試所苦。可是，考試卻是避不過的，而且由兩歲多開始…… 開元的第一關是幼稚園。我帶她考了四所幼稚園。我並沒有作甚麽特別培訓，只是希望她正常發揮便好。臨考之前，我陪她去看校園的康樂設施，說老師很好的；考完了便讚賞她，給她一些獎勵。結果四所
2016-06-23	《孩子遇上數學困難怎辦？》 (《 澳門日報》-《開元成長專欄》 2016-06-23) - 專欄	專欄	很多小幼學生家長為孩子的數學而頭痛。有些說教孩子數學，今天孩子懂了，過兩天卻不懂。有些說孩子總是粗心大意，分數不高，卻不肯多做題目。我的女兒開元每科都是自己溫習的，惟獨數學卻要我幫一下。 小學數學是很難嗎？大概是的，大多數孩子都是學得“慢慢的”，因為人類經過幾千年發展出來的數學語言，其實很精練和抽象，不易理解和運用的。就以進位制、小數點、分數、負數這些基本東
2016-07-21	《孩子頑皮犯規怎麼辦？》 (《 澳門日報》-《開元成長專欄》2016-07-21) - 專欄	專欄	女兒開元小學畢業了。她給我看成績表的時候，我有點驚訝，不是分數出乎意料，而是操行評級。很多人以為我把女兒教得很乖，為她作了特別的培訓。其實，開元不算很乖。而我除了講故事和陪她溫習之外，並沒有作什麼特別培訓。因為我明白，在現今的社會，孩子成長是一個很艱辛甚至痛苦的過程，我們要幫助孩子減壓，而不是百上加斤！...
2016-07	《開元故事法──如何以故事作情境教育？》 (《兩岸四地學校圖書館的閱讀教育》2016-07) - 文章	文章	
2016-08-18-2017-2017-11	《金庸小說對教小孩有何啟示？》 (《澳門日報》-《開元成長專欄》2016-08-18) (《澳門作家文集201...	文章,專欄	在金庸的《射鵰英雄傳》中，郭靖是一個笨小孩，跟江南六怪習武，學來學去也學不好。六位師父感到很擔心，因為他們與對手邱處機相約，雙方的徒弟長大後會比武，他們就是怕郭靖會輸掉比武。 江南六怪急於求成，同時教小郭靖六種不同的武功，再加上他們的武功，並不是甚麼有系統的上乘武功，只是各自的個性化技藝，結果就苦了小郭靖，很勤奮用功也學不好。 江南六怪對不對？不對。但這恰恰
2016-09-15	《親子故事最重要的是什麼？ 》 (《 澳門日報》-《開元成長專欄》2016-09-15) - 專欄	專欄	很多家長會覺得說故事很難，認為說故事要有動聽聲音、好的口才和技巧。我可以很肯定地說，對孩子來講，父母的聲音是最親切動聽的，所以，孩子不會挑剔，也不會計較父母有沒有好的口才，父母只要用心去說，孩子就會專心去聽。 您有沒有跟孩子一起畫畫、唱歌、堆泥沙、玩橡皮泥？是不是您跟他們一起玩，他們就很開心？您需不需要先學好畫畫、唱歌、雕塑等藝術呢？當然是不用了，孩子根本不
2016-10-13	《如何培養孩子的聯想力？》 (《 澳門日報》-《開元成長專欄》2016-10-13) - 專欄	專欄	
2016-11-10	《為什麼要有夢想？》 (《 澳門日報》-《開元成長專欄》2016-11-10) - 專欄	專欄	
2016-12-08	《孩子要用手機怎麼辦？》 (《 澳門日報》-《開元成長專欄》2016-12-08) - 專欄	專欄	今天打開臉書，收到一個交友邀請，見到大頭照是兩位很可愛的“小豬”小女孩（用美圖效果化妝的），好像不大認識，為什麼小女孩會邀請我呢？這還要由女兒開元的近視講起…… 開元小二便有近視，要帶眼鏡。她很喜歡看書，我一直擔心她近視會變得越來越深，所以平常不讓她看電視和玩電子遊戲，也不讓她用手機。開元見到一些同學有手機，手機裏有很多好玩的東西，又見到同學們可以在社交媒體
2016-12	《望德堂前賣火柴》  (《童一枝筆》 2016-12)   - 兒童文學	兒童文學	蛇龍打賭蛇精是一隻很貪心的妖精。她和小妖盈盈合作，到處與仙人打賭，用詭計贏得百多個城市，香火日盛，法力大增。他們來到澳門，在望德堂上空遇上龍王。 這龍王本是南海龍王，但由於屢受妖精欺壓，南海領土被奪，從此權勢盡失，法力不振。他眼見各地人情淡薄，便愈感失落。輾轉留落澳門，當這小城的守護神。 蛇精見龍王可欺，便低聲向盈盈説：“為了你的將來，一定要爭奪很多地盤。這
2017-01-12	《對孩子學習數學要抱着什麼態度？》 (《 澳門日報》-《開元成長專欄》2017-01-12) - 專欄	專欄	以前我有位數學系老師說，美國的家長見到孩子數學很差，會和孩子說：“沒所謂的！學習數學是很難的，要講天份！”而中國的家長則不然，他們會很不滿，會壓逼孩子學好，哪怕他們自己小時候學數學，也曾叫苦連天！ 女兒開元在小學時，數學科用的是香港課本，內容較淺，與內地的程度有很大差別。我當時有點擔心，中學是用內地數學課本的，將來升初一時怎樣銜接呢？ 小五和小六時，學校用了
2017-02-09	《究竟唐僧是不是英雄？》 (《 澳門日報》-《開元成長專欄》2017-02-09) - 專欄	專欄	我經常以女兒開元喜歡的人物配上生活情境編故事。有些家長會擔心這樣做會令孩子混淆了原來人物的故事。但各位家長不用擔心。通常我會把人物放在不相關的情境，例如唐僧（名著人物）以慈悲心感化了灰太狼（動漫人物）。這種時空錯配、“虛實相分”的手法，反而不會混淆了原著的情節。 可是小說和電視劇集卻經常用了“虛實不分”的手法，把真人真事和虛構的情節糅合在一起。這樣一來，不要
2017-02	《大力超人》  《童一枝筆》 2017-02 - 兒童文學	兒童文學	善良超人2100年，機器人經多年演化，知識和本領比人類高得多。機器人這麽厲害，一些國家就是由機器人管治，當中以西方最強大的機智國為甚。而澳門這東方小城，仍由人類管治，人類和機器人融洽相處。 今天，澳門舊區一所老房子，外號“大力超人”的機器保安員下班回家。其實同事叫他“大力超人”，並不是因為他是超人，而是笑他外表很像以前打怪獸的超人，但力氣卻小得可憐! 大力超
2017-03-09	《怎麼培養孩子學樂器？》 (《 澳門日報》-《開元成長專欄》 2017-03-09) - 專欄	專欄	很多家長想讓自己的孩子學樂器，有的為了培養孩子的藝術素養，有的為了提高孩子的競爭力，有的為了促進孩子腦部發育，有的則是為了彌補自己小時候沒機會學的遺憾。我也想讓女兒開元學樂器，因為我本身喜歡聽音樂，覺得懂樂器的人更能欣賞音樂。而且音樂還可以啟發創作力——我是個一邊寫作，一邊要聽音樂的人。而我的太太更是很希望開元能學好一兩種樂器。可是我們的主觀願望是這樣，現實
2017-03	小說《賭城 吊橋 何其險》 (《故事》原創小說 2017-03) - 兒童文學	兒童文學	澳門大賭 龍王和蛇精鬥法多年，為爭作各地守護之神。最近，蛇精請龍王到澳門這賭城，說要入鄉隨俗，與他打賭：當人遇上絕境時的抉擇，究竟是為求自保而不顧情義，抑或是著重情義而不顧自身安危? 蛇精狡猾貪心，認為人性本惡，下注於前者；龍王仁慈忠厚，認為人性本善，下注於後者。每次打賭，蛇精皆選壞人，龍王總是希望壞人變好，明知勝算不高仍下注於後者。結果龍王連輸七局，輸了六
2017-04-06	《寶寶喜歡和您玩遊戲嗎？》 (《 澳門日報》-《開元成長專欄》2017-04-06) - 專欄	專欄	昨晚回家，太太和女兒開元正在與電腦下五子棋。他們請我也試試和電腦較量一下，並說電腦很厲害，其“初級”的棋力便令他們連場落敗。平時我和開元下棋，並不是很厲害，預計勝不了電腦。但出乎意料，我勝出數局。升至與“中級”和“高級”棋力的電腦較量，竟仍輕易勝出！原來是誤會了，開首以為是“初級”的其實是“高級”呢！ 雖然電腦隨時可以下棋，但開元還是喜歡和我下，因為我棋力只
2017-05-04-948059d1-85ef-4891-8d4c-43a0dd70a837	《怎樣引導孩子看經典作品？》 (《 澳門日報》-《開元成長專欄》2017-05-04) - 專欄	專欄	女兒開元很喜歡在網上看谷阿莫搞笑地快速講解電影，也喜歡看網上的小說和卡通片。而我一直引導開元多看些經典文學作品，希望她能從閱讀經典中體會人生，領悟智慧。  最近，我問開元看不看《肥貓與和平》、《悲慘肥貓》和《雙貓記》，她說不看。這些開玩笑的書名其實是指三部西方經典名著，開元是知道的。 ...
2017-05-17	《教育根本 立德樹人》 (《澳門日報》 2017-05-17) - 文章	文章	澳大致力培養愛國愛澳胸懷天下人才五月十日，全國人大常委會張德江委員長與本澳教育界人士和高校學生代表座談，我對委員長張德江的講話深感認同，並聯想起澳門大學的教育，信筆隨想，與各位分享感受。 教育以立德為先委員長指出，中央政府十分關心澳門教育的發展和青年成長，澳門要加強青少年的教育培養，增強青少年投身“一國兩制”事業的責任感和使命感。教育的目的是為社會輸送有正確
2017-06-01	《有錢會開什麼書店？》 (《 澳門日報》-《開元成長專欄》2017-06-01) - 專欄	專欄	女兒開元小時候，很喜歡看書，在書店可以看上幾小時的書。我於是和她說，日後我們有錢也開一家書店吧，然後把這書店取名為開元書店！ 我心目中的開元書店，是個能夠益街坊、雪中送炭的店子，用來幫助有困難的家長和孩子。困難不一定指經濟方面，也可以是像我這樣的人。 首先，開元書店是一個很開心的故事樂園，裡外都有很多不同年代的卡通人物。不論大人抑或小孩，一進去便感到很開心。
2017-06-29	《假期與孩子有什麼活動？》 (《 澳門日報》-《開元成長專欄》 2017-06-29) - 專欄	專欄	女兒開元在幼稚園的時候，凡是周末我們一家人都會出外玩，凑凑熱鬧，參加大型活動，如文藝表演、巡遊滙演、展覽等。開元逐漸長大，學業忙了，自己的活動很多，對這些活動也不再感興趣，我們便很少一起出外遊玩了。 結果，一家人的假期活動就是外出吃飯、購物，間中看看電影。真的一起去玩的，要等到旅行才有機會。其實旅行要坐飛機，坐長途車，到戶外走很遠的路，在烈日下曝曬，還有候機
